1,67
1,68
1,92
1,93
2,68
2,91
2,93
3,68
3,70
3,76
3,78
3,90
3,97
3,98
4,69
4,70
4,76
4,79
4,90
4,93
4,96
4,99
4,101
4,102
5,64
5,79
5,80
5,90
5,97
5,98
5,101
5,102
6,64
6,65
6,66
6,77
6,81
6,82
6,91
6,93
7,67
7,79
7,80
7,92
7,93
8,66
8,67
8,76
8,79
8,88
9,76
9,78
9,89
9,90
10,88
10,89
12,68
12,69
12,70
13,67
13,68
13,70
13,71
13,103
14,67
14,68
14,70
14,71
14,101
14,102
14,103
14,147
15,32
15,53
15,54
15,67
15,68
15,69
15,70
15,71
15,100
15,147
15,148
15,149
16,31
16,33
16,53
16,66
16,67
16,71
16,72
16,82
16,83
16,100
16,101
16,150
17,31
17,32
17,34
17,42
17,43
17,51
17,53
17,81
17,83
17,95
17,149
17,150
18,19
18,20
18,31
18,32
18,34
18,35
18,42
18,44
18,51
18,52
18,83
18,95
18,97
18,137
18,138
19,19
19,20
19,31
19,32
19,34
19,36
19,37
19,38
19,45
19,57
19,68
19,69
19,95
19,96
19,138
20,31
20,33
20,36
20,39
20,42
20,45
20,55
20,56
20,57
20,67
20,68
20,69
20,70
20,71
20,138
20,140
20,151
20,152
20,153
21,32
21,37
21,38
21,45
21,54
21,67
21,129
21,139
21,140
21,151
21,152
21,153
22,42
22,44
22,54
22,55
22,69
22,70
22,71
22,127
22,128
22,129
22,150
22,154
23,42
23,43
23,71
23,126
24,69
24,70
24,88
24,95
24,96
24,98
24,100
24,101
24,126
24,127
24,149
24,150
24,154
24,155
25,69
25,70
25,87
26,87
26,88
26,89
26,95
26,101
27,18
27,37
27,124
28,18
28,19
28,20
28,35
28,37
28,49
28,50
28,54
28,55
28,64
28,65
28,69
28,70
28,96
28,97
28,99
28,100
28,124
28,148
28,149
29,21
29,36
29,37
29,49
29,51
29,53
29,55
29,64
29,66
29,68
29,70
29,98
29,123
29,125
29,148
29,150
30,20
30,21
30,50
30,51
30,52
30,53
30,54
30,65
30,66
30,67
30,68
30,69
30,75
30,77
30,122
30,123
30,125
30,126
30,148
31,51
31,52
31,53
31,66
31,67
31,68
31,76
31,77
31,121
31,127
32,52
32,67
32,76
32,95
32,96
32,124
33,28
33,96
33,121
33,122
33,126
33,127
33,148
34,29
34,93
34,94
34,95
35,27
35,28
35,29
35,93
36,22
36,23
36,24
36,122
36,123
36,124
36,125
37,21
37,25
37,122
37,125
37,126
38,83
38,84
38,123
38,125
38,126
38,149
38,150
38,151
39,20
39,26
39,49
39,51
39,67
39,68
39,73
39,83
39,148
39,152
40,20
40,21
40,25
40,26
40,49
40,50
40,67
40,68
40,72
40,84
40,85
40,86
40,124
40,125
40,129
40,130
40,147
40,153
41,36
41,50
41,72
41,73
41,74
41,86
41,93
41,94
41,113
41,114
41,125
41,130
41,131
41,147
41,153
42,34
42,36
42,93
42,95
42,113
42,114
42,129
42,150
43,35
43,36
43,81
43,94
43,95
43,96
43,148
43,152
44,53
44,54
44,55
44,78
44,79
44,80
44,81
44,85
44,86
44,95
44,96
44,97
44,104
44,105
44,119
44,120
44,122
44,124
44,125
44,149
44,150
44,151
45,52
45,56
45,77
45,78
45,79
45,80
45,84
45,85
45,94
45,95
45,96
45,104
45,105
45,119
45,125
45,150
46,25
46,26
46,45
46,51
46,57
46,77
46,80
46,84
46,85
46,87
46,89
46,90
46,93
46,95
46,120
46,124
47,25
47,42
47,43
47,45
47,52
47,56
47,77
47,78
47,79
47,80
47,85
47,87
47,89
47,90
47,93
47,94
47,121
47,122
47,123
48,26
48,27
48,28
48,41
48,43
48,53
48,54
48,55
48,72
48,73
48,78
48,79
48,80
48,81
48,85
48,87
48,88
48,151
48,152
48,153
49,28
49,41
49,53
49,54
49,55
49,71
49,73
49,81
49,113
49,151
49,152
49,153
50,40
50,41
50,71
50,112
50,113
50,114
50,150
50,154
51,70
51,71
51,111
51,112
51,113
51,114
51,115
51,144
51,146
52,37
52,38
52,95
52,110
52,112
52,114
52,116
52,144
52,145
52,149
52,150
52,154
52,155
52,179
52,180
53,13
53,14
53,38
53,53
53,54
53,96
53,97
53,110
53,111
53,115
53,116
53,124
53,125
53,139
53,145
53,179
53,188
53,189
54,4
54,5
54,14
54,35
54,36
54,37
54,53
54,54
54,95
54,96
54,124
54,137
54,139
54,169
54,170
54,177
54,179
54,188
54,189
55,4
55,5
55,14
55,16
55,22
55,23
55,35
55,125
55,126
55,127
55,138
55,139
55,168
55,170
55,176
55,177
55,178
56,15
56,16
56,20
56,24
56,113
56,127
56,167
56,174
56,175
56,176
57,19
57,25
57,112
57,114
57,167
57,170
57,173
57,176
58,18
58,19
58,21
58,25
58,112
58,114
58,115
58,138
58,167
58,174
58,175
59,19
59,25
59,44
59,63
59,64
59,84
59,85
59,113
59,114
59,115
59,136
59,137
59,160
59,161
59,168
59,170
59,188
59,189
59,190
60,20
60,24
60,32
60,33
60,44
60,45
60,46
60,64
60,84
60,113
60,116
60,137
60,138
60,149
60,150
60,159
60,161
60,169
60,170
60,177
60,178
60,179
60,188
60,189
60,190
61,3
61,4
61,5
61,14
61,15
61,22
61,23
61,32
61,34
61,47
61,64
61,66
61,75
61,76
61,82
61,84
61,114
61,115
61,116
61,150
61,159
61,177
61,187
61,191
62,2
62,3
62,5
62,6
62,13
62,15
62,34
62,46
62,47
62,65
62,66
62,75
62,76
62,82
62,83
62,113
62,117
62,147
62,148
62,149
62,158
62,159
62,178
63,2
63,3
