1,67
1,68
1,90
1,91
1,567
1,568
1,590
1,591
2,68
2,90
2,91
2,568
2,590
2,591
3,68
3,70
3,77
3,82
3,93
3,94
3,568
3,570
3,577
3,582
3,593
3,594
4,69
4,70
4,75
4,77
4,82
4,93
4,94
4,95
4,101
4,102
4,569
4,570
4,575
4,577
4,582
4,593
4,594
4,595
4,601
4,602
5,64
5,73
5,74
5,82
5,93
5,94
5,101
5,102
5,564
5,573
5,574
5,582
5,593
5,594
5,601
5,602
6,64
6,65
6,66
6,73
6,74
6,86
6,87
6,90
6,91
6,564
6,565
6,566
6,573
6,574
6,586
6,587
6,590
6,591
7,67
7,73
7,74
7,83
7,84
7,87
7,90
7,91
7,567
7,573
7,574
7,583
7,584
7,587
7,590
7,591
8,66
8,67
8,75
8,77
8,83
8,84
8,85
8,86
8,566
8,567
8,575
8,577
8,583
8,584
8,585
8,586
9,77
9,85
9,577
9,585
12,86
12,87
12,88
12,586
12,587
12,588
13,88
13,92
13,94
13,103
13,588
13,592
13,594
13,603
14,87
14,93
14,94
14,101
14,102
14,103
14,147
14,587
14,593
14,594
14,601
14,602
14,603
14,647
15,27
15,28
15,53
15,54
15,93
15,100
15,147
15,148
15,149
15,527
15,528
15,553
15,554
15,593
15,600
15,647
15,648
15,649
16,25
16,29
16,53
16,100
16,101
16,150
16,525
16,529
16,553
16,600
16,601
16,650
17,24
17,30
17,44
17,45
17,51
17,53
17,66
17,67
17,71
17,72
17,149
17,150
17,524
17,530
17,544
17,545
17,551
17,553
17,566
17,567
17,571
17,572
17,649
17,650
18,19
18,20
18,23
18,24
18,26
18,30
18,44
18,45
18,51
18,52
18,68
18,69
18,70
18,137
18,138
18,519
18,520
18,523
18,524
18,526
18,530
18,544
18,545
18,551
18,552
18,568
18,569
18,570
18,637
18,638
19,19
19,20
19,24
19,30
19,41
19,42
19,57
19,67
19,71
19,98
19,138
19,519
19,520
19,524
19,530
19,541
19,542
19,557
19,567
19,571
19,598
19,638
20,25
20,29
20,40
20,41
20,42
20,55
20,56
20,57
20,68
20,70
20,97
20,98
20,99
20,138
20,140
20,525
20,529
20,540
20,541
20,542
20,555
20,556
20,557
20,568
20,570
20,597
20,598
20,599
20,638
20,640
21,27
21,28
21,41
21,42
21,54
21,69
21,91
21,96
21,100
21,129
21,139
21,140
21,527
21,528
21,541
21,542
21,554
21,569
21,591
21,596
21,600
21,629
21,639
21,640
22,32
22,34
22,44
22,45
22,54
22,55
22,90
22,95
22,97
22,98
22,99
22,101
22,127
22,128
22,129
22,532
22,534
22,544
22,545
22,554
22,555
22,590
22,595
22,597
22,598
22,599
22,601
22,627
22,628
22,629
23,32
23,33
23,44
23,45
23,90
23,91
23,92
23,96
23,97
23,98
23,99
23,100
23,126
23,532
23,533
23,544
23,545
23,590
23,591
23,592
23,596
23,597
23,598
23,599
23,600
23,626
24,33
24,126
24,127
24,143
24,144
24,145
24,533
24,626
24,627
24,643
24,644
24,645
25,143
25,151
25,152
25,153
25,643
25,651
25,652
25,653
26,51
26,52
26,53
26,66
26,67
26,68
26,144
26,150
26,154
26,551
26,552
26,553
26,566
26,567
26,568
26,644
26,650
26,654
27,18
27,72
27,74
27,149
27,155
27,518
27,572
27,574
27,649
27,655
28,18
28,19
28,20
28,51
28,53
28,66
28,68
28,73
28,74
28,150
28,154
28,518
28,519
28,520
28,551
28,553
28,566
28,568
28,573
28,574
28,650
28,654
29,21
29,50
29,51
29,52
29,53
29,54
29,65
29,66
29,67
29,68
29,69
29,73
29,83
29,151
29,152
29,153
29,521
29,550
29,551
29,552
29,553
29,554
29,565
29,566
29,567
29,568
29,569
29,573
29,583
29,651
29,652
29,653
30,20
30,21
30,49
30,50
30,54
30,55
30,64
30,65
30,69
30,70
30,83
30,85
30,150
30,153
30,520
30,521
30,549
30,550
30,554
30,555
30,564
30,565
30,569
30,570
30,583
30,585
30,650
30,653
31,41
31,49
31,50
31,54
31,55
31,64
31,65
31,69
31,70
31,83
31,84
31,150
31,151
31,152
31,541
31,549
31,550
31,554
31,555
31,564
31,565
31,569
31,570
31,583
31,584
31,650
31,651
31,652
32,42
32,95
32,96
32,121
32,122
32,126
32,127
32,149
32,151
32,152
32,542
32,595
32,596
32,621
32,622
32,626
32,627
32,649
32,651
32,652
33,40
33,41
33,42
33,96
33,149
33,151
33,540
33,541
33,542
33,596
33,649
33,651
34,52
34,53
34,67
34,80
34,93
34,94
34,95
34,122
34,126
34,150
34,552
34,553
34,567
34,580
34,593
34,594
34,595
34,622
34,626
34,650
35,50
35,51
35,53
35,54
35,65
35,66
35,81
35,82
35,93
35,123
35,124
35,125
35,134
35,550
35,551
35,553
35,554
35,565
35,566
35,581
35,582
35,593
35,623
35,624
35,625
35,634
36,50
36,53
36,80
36,81
36,123
36,124
36,125
36,134
36,135
36,550
36,553
36,580
36,581
36,623
36,624
36,625
36,634
36,635
37,20
37,21
37,25
37,26
37,53
37,64
37,133
37,135
37,147
37,148
37,152
37,153
37,520
37,521
37,525
37,526
37,553
37,564
37,633
37,635
37,647
37,648
37,652
37,653
38,23
38,33
38,50
38,83
38,84
38,147
38,149
38,151
38,153
38,523
38,533
38,550
38,583
38,584
38,647
38,649
38,651
38,653
39,20
39,26
39,31
39,33
39,51
39,52
39,65
39,68
39,83
39,148
39,149
39,150
39,151
39,152
39,520
39,526
39,531
39,533
39,551
39,552
39,565
39,568
39,583
39,648
39,649
39,650
39,651
39,652
40,21
40,22
40,24
40,25
